UnitID,Institution Name,Full time total (EF2020  All students  Undergraduate total),Part time total (EF2020  All students  Undergraduate total),Full time total (EF2020  All students  Graduate and First professional),Part time total (EF2020  All students  Graduate and First professional),Full time total (EF2020  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2020  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2020  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2020  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2019_RV  All students  Undergraduate total),Part time total (EF2019_RV  All students  Undergraduate total),Full time total (EF2019_RV  All students  Graduate and First professional),Part time total (EF2019_RV  All students  Graduate and First professional),Full time total (EF2019_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2019_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2019_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2019_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2018_RV  All students  Undergraduate total),Part time total (EF2018_RV  All students  Undergraduate total),Full time total (EF2018_RV  All students  Graduate and First professional),Part time total (EF2018_RV  All students  Graduate and First professional),Full time total (EF2018_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2018_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2017_RV  All students  Undergraduate total),Part time total (EF2017_RV  All students  Undergraduate total),Full time total (EF2017_RV  All students  Graduate and First professional),Part time total (EF2017_RV  All students  Graduate and First professional),Full time total (EF2017_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2017_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2016_RV  All students  Undergraduate total),Part time total (EF2016_RV  All students  Undergraduate total),Full time total (EF2016_RV  All students  Graduate and First professional),Part time total (EF2016_RV  All students  Graduate and First professional),Full time total (EF2016_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2016_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2015_RV  All students  Undergraduate total),Part time total (EF2015_RV  All students  Undergraduate total),Full time total (EF2015_RV  All students  Graduate and First professional),Part time total (EF2015_RV  All students  Graduate and First professional),Full time total (EF2015_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2015_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2014_RV  All students  Undergraduate total),Part time total (EF2014_RV  All students  Undergraduate total),Full time total (EF2014_RV  All students  Graduate and First professional),Part time total (EF2014_RV  All students  Graduate and First professional),Full time total (EF2014_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2014_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2013_RV  All students  Undergraduate total),Part time total (EF2013_RV  All students  Undergraduate total),Full time total (EF2013_RV  All students  Graduate and First professional),Part time total (EF2013_RV  All students  Graduate and First professional),Full time total (EF2013_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2013_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2012_RV  All students  Undergraduate total),Part time total (EF2012_RV  All students  Undergraduate total),Full time total (EF2012_RV  All students  Graduate and First professional),Part time total (EF2012_RV  All students  Graduate and First professional),Full time total (EF2012_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2012_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2011_RV  All students  Undergraduate total),Part time total (EF2011_RV  All students  Undergraduate total),Full time total (EF2011_RV  All students  Graduate and First professional),Part time total (EF2011_RV  All students  Graduate and First professional),Full time total (EF2011_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2011_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2011_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2011_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2010_RV  All students  Undergraduate total),Part time total (EF2010_RV  All students  Undergraduate total),Full time total (EF2010_RV  All students  Graduate and First professional),Part time total (EF2010_RV  All students  Graduate and First professional),Full time total (EF2010_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2010_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2010_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2010_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2009_RV  All students  Undergraduate total),Part time total (EF2009_RV  All students  Undergraduate total),Full time total (EF2009_RV  All students  Graduate and First professional),Part time total (EF2009_RV  All students  Graduate and First professional),Full time total (EF2009_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2009_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2009_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2009_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2008_RV  All students  Undergraduate total),Part time total (EF2008_RV  All students  Undergraduate total),Full time total (EF2008_RV  All students  Graduate and First professional),Part time total (EF2008_RV  All students  Graduate and First professional),Full time total (EF2008_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2008_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2008_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2008_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2007_RV  All students  Undergraduate total),Part time total (EF2007_RV  All students  Undergraduate total),Full time total (EF2007_RV  All students  Graduate and First professional),Part time total (EF2007_RV  All students  Graduate and First professional),Full time total (EF2007_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2007_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2007_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2007_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2006_RV  All students  Undergraduate total),Part time total (EF2006_RV  All students  Undergraduate total),Full time total (EF2006_RV  All students  Graduate and First professional),Part time total (EF2006_RV  All students  Graduate and First professional),Full time total (EF2006_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2006_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2006_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2006_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2005_RV  All students  Undergraduate total),Part time total (EF2005_RV  All students  Undergraduate total),Full time total (EF2005_RV  All students  Graduate and First professional),Part time total (EF2005_RV  All students  Graduate and First professional),Full time total (EF2005_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2005_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2005_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2005_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2004_RV  All students  Undergraduate total),Part time total (EF2004_RV  All students  Undergraduate total),Full time total (EF2004_RV  All students  Graduate and First professional),Part time total (EF2004_RV  All students  Graduate and First professional),Full time total (EF2004_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2004_RV  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2004_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2004_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2003  All students  Undergraduate total),Part time total (EF2003  All students  Undergraduate total),Full time total (EF2003  All students  Graduate and First professional),Part time total (EF2003  All students  Graduate and First professional),Full time total (EF2003  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2003  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2003  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2003  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2002  All students  Undergraduate total),Part time total (EF2002  All students  Undergraduate total),Full time total (EF2002  All students  Graduate and First professional),Part time total (EF2002  All students  Graduate and First professional),Full time total (EF2002  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2002  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2002  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2002  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2001  All students  Undergraduate total),Part time total (EF2001  All students  Undergraduate total),Full time total (EF2001  All students  Graduate and First professional),Part time total (EF2001  All students  Graduate and First professional),Full time total (EF2001  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Part time total (EF2001  All students  Undergraduate  Other degree/certificate-seeking  Transfer-ins),Full time total (EF2001  All students  Undergraduate  Degree/certificate-seeking  First-time),Part time total (EF2001  All students  Undergraduate  Degree/certificate-seeking  First-time)
232423,James Madison University,18420,1307,1094,773,606,87,4479,26,18798,1097,1048,877,645,89,4445,11,18881,1042,1033,795,669,70,4540,1,18905,1070,1020,841,749,65,4665,4,18554,994,1043,679,712,72,4501,4,18433,963,1113,718,597,54,4405,3,18057,1087,1066,645,620,57,4358,6,17526,905,1100,650,568,53,4199,3,17329,778,1063,757,584,42,4323,2,17086,814,1080,742,688,45,4026,3,16845,812,1027,750,614,46,4000,1,16489,792,973,717,629,54,3950,2,16205,711,893,645,604,47,3956,1,15651,763,862,642,620,39,3864,3,15259,754,774,606,665,37,3745,3,14885,733,689,631,,,3796,2,14275,679,620,534,,,3281,4,14354,637,453,759,,,3386,2,14063,765,444,693,,,3283,,13720,870,429,543,,,3244,5
